"","DBN","School.Name","Number.of.Test.Takers","Critical.Reading.Mean","Mathematics.Mean","Writing.Mean","Name","schoolyear","fl_percent","frl_percent","total_enrollment","prek","k","grade1","grade2","grade3","grade4","grade5","grade6","grade7","grade8","grade9","grade10","grade11","grade12","ell_num","ell_percent","sped_num","sped_percent","ctt_num","selfcontained_num","asian_num","asian_per","black_num","black_per","hispanic_num","hispanic_per","white_num","white_per","male_num","male_per","female_num","female_per"
"1","01M292","Henry Street School for International Studies ",31,391,425,385,"HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES",20102011,"   ",73.3,448,NA,NA,NA,NA,NA,NA,NA,25,37,58,107,85,67,69,97,21.7,106,23.7,27,33,56,12.5,126,28.1,255,56.9,9,2,267,59.6,181,40.4
"2","01M448","University Neighborhood High School ",60,394,419,387,"UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",20102011,"   ",76.3,488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,150,103,115,54,11.1,111,22.7,73,4,110,22.5,128,26.2,232,47.5,18,3.7,275,56.4,213,43.6
"3","01M450","East Side Community High School ",69,418,431,402,"EAST SIDE COMMUNITY HIGH SCHOOL",20102011,"   ",82.2,599,NA,NA,NA,NA,NA,NA,NA,73,77,67,112,92,94,84,42,7,166,27.7,109,18,48,8,152,25.4,339,56.6,58,9.7,319,53.3,280,46.7
"4","01M458","SATELLITE ACADEMY FORSYTH ST ",26,385,370,378,"SATELLITE ACADEMY HS @ FORSYTHE STREET",20102011,"   ",81.4,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,54,54,NA,4,1.9,19,8.9,NA,NA,3,1.4,59,27.7,136,63.8,8,3.8,96,45.1,117,54.9
"5","01M515","Lower East Side Preparatory High School ",154,314,532,314,"LOWER EAST SIDE PREPARATORY HIGH SCHOOL",20102011,"   ",95.5,573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,204,80,486,84.8,2,0.3,NA,NA,537,93.7,12,2.1,20,3.5,3,0.5,322,56.2,251,43.8
"6","01M539","New Explorations into Sci, Tech and Math HS ",47,568,583,568,"NEW EXPLORATIONS INTO SCIENCE TECH AND MATH",20102011,"   ",24.4,1583,NA,103,126,101,118,107,76,135,118,142,119,147,163,128,6,0.4,44,2.8,NA,NA,411,26,192,12.1,241,15.2,725,45.8,766,48.4,817,51.6
"7","01M650","CASCADES HIGH SCHOOL ",35,411,401,401,"CASCADES HIGH SCHOOL",20102011,"   ",81.3,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,75,68,49,8,4,14,6.9,NA,NA,5,2.5,87,43.1,99,49,10,5,93,46,109,54
"8","01M696","BARD HIGH SCHOOL EARLY COLLEGE ",138,630,608,630,"BARD HIGH SCHOOL EARLY COLLEGE",20102011,"   ",22.6,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,146,150,128,2,0.3,4,0.7,NA,NA,87,14.8,84,14.3,95,16.2,313,53.2,187,31.8,401,68.2
"9","02M047","AMERICAN SIGN LANG ENG DUAL ",11,405,415,385,"47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL L",20102011,"   ",78.3,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,53,29,22,15,9.6,56,35.7,34,13,4,2.5,51,32.5,88,56.1,14,8.9,65,41.4,92,58.6
"10","02M288","FOOD AND FNANCE HIGH SCHOOL ",50,422,412,407,"FOOD AND FINANCE HIGH SCHOOL",20102011,"   ",74.7,423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,106,98,80,13,3.1,82,19.4,75,6,8,1.9,196,46.3,201,47.5,16,3.8,180,42.6,243,57.4
"11","02M294","HIGH SCHOOL FOR HIST AND COMM ",51,382,364,366,"HIGH SCHOOL FOR HISTORY & COMMUNICATION",20102011,"   ",75.6,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,92,90,65,18,5.5,67,20.4,39,NA,17,5.2,95,29,191,58.2,24,7.3,177,54,151,46
"12","02M296","High School of Hospitality Management ",43,397,415,391,"HIGH SCHOOL OF HOSPITALITY MANAGEMENT",20102011,"   ",68.3,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,98,108,68,50,12.8,69,17.7,36,10,21,5.4,114,29.2,247,63.3,7,1.8,126,32.3,264,67.7
"13","02M298","PACE HIGH SCHOOL ",71,424,448,423,"PACE HIGH SCHOOL",20102011,"   ",67,413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,105,94,92,9,2.2,52,12.6,44,1,45,10.9,150,36.3,172,41.6,28,6.8,186,45,227,55
"14","02M300","Urban Assembly School of Design and Construction ",49,405,446,415,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION",20102011,"   ",83.3,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,103,98,75,45,11.5,77,19.6,61,6,20,5.1,101,25.7,245,62.3,20,5.1,292,74.3,101,25.7
"15","02M303","The Facing History School ",59,381,373,377,"THE FACING HISTORY SCHOOL",20102011,"   ",83.8,412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,96,69,18,82,19.9,95,23.1,87,4,5,1.2,106,25.7,290,70.4,10,2.4,205,49.8,207,50.2
"16","02M305","Urban Assembly Academy of Government and Law ",48,411,406,411,"THE URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW",20102011,"   ",73.4,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,91,64,47,17,5.9,42,14.5,38,NA,9,3.1,121,41.7,152,52.4,7,2.4,118,40.7,172,59.3
"17","02M308","LOWER MANHATTAN ARTS ACADEMY ",35,409,381,412,"LOWER MANHATTAN ARTS ACADEMY",20102011,"   ",77,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,102,66,53,17,5.2,88,27.2,59,NA,31,9.6,100,30.9,179,55.2,11,3.4,134,41.4,190,58.6
"18","02M313","The James Baldwin School ",45,421,419,394,"THE JAMES BALDWIN SCHOOL: A SCHOOL FOR EXPEDITIO",20102011,"   ",55.7,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,67,99,70,14,5.5,37,14.6,18,NA,8,3.2,86,34,137,54.2,18,7.1,139,54.9,114,45.1
"19","02M316","Urban Assembly School of Business for Young Women ",52,401,409,391,"THE URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG",20102011,"   ",86.7,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,105,64,64,16,4.3,70,19,46,2,9,2.4,161,43.6,183,49.6,5,1.4,NA,0,369,100
"20","02M374","GRAMERCY ARTS HIGH SCHOOL ",49,395,376,386,"GRAMERCY ARTS HIGH SCHOOL",20102011,"   ",66.9,461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,145,85,66,13,2.8,54,11.7,50,2,11,2.4,216,46.9,197,42.7,33,7.2,139,30.2,322,69.8
"21","02M400","HIGH SCHOOL ENVRNMNTL STUDIES ",216,465,480,448,"HIGH SCHOOL FOR ENVIRONMENTAL STUDIES",20102011,"   ",55.9,1429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391,389,346,303,106,7.4,184,12.9,54,54,230,16.1,214,15,803,56.2,180,12.6,708,49.5,721,50.5
"22","02M407","Institute for Collaborative Education ",42,484,478,472,"INSTITUTE FOR COLLABORATIVE EDUCATION",20102011,"   ",15.4,493,NA,NA,NA,NA,NA,NA,NA,59,91,78,67,69,74,55,1,0.2,43,8.7,6,NA,26,5.3,47,9.5,102,20.7,249,50.5,258,52.3,235,47.7
"23","02M408","Professional Performng Arts School ",69,495,465,499,"PROFESSIONAL PERFORMING ARTS HIGH SCHOOL",20102011,"   ",27.8,495,NA,NA,NA,NA,NA,NA,NA,24,30,31,97,109,105,99,9,1.8,15,3,1,NA,27,5.5,102,20.6,147,29.7,183,37,131,26.5,364,73.5
"24","02M411","Baruch College Campus High School ",96,523,583,528,"BARUCH COLLEGE CAMPUS HIGH SCHOOL",20102011,"   ",62.2,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,120,101,106,5,1.1,9,2.1,NA,NA,265,60.5,29,6.6,50,11.4,94,21.5,186,42.5,252,57.5
"25","02M412","New York City Laboratory School Collab Studies ",108,561,597,567,"NYC LAB SCHOOL FOR COLLABORATIVE STUDIES",20102011,"   ",23.8,524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,125,134,135,6,1.1,67,12.8,54,NA,145,27.7,42,8,75,14.3,258,49.2,256,48.9,268,51.1
"26","02M413","SCHOOL OF THE FUTURE ",79,475,488,466,"SCHOOL OF THE FUTURE HIGH SCHOOL",20102011,"   ",41.4,676,NA,NA,NA,NA,NA,NA,NA,98,94,96,101,100,84,103,6,0.9,108,16,10,1,105,15.5,89,13.2,178,26.3,264,39.1,336,49.7,340,50.3
"27","02M414","NEW YORK CITY MUSEUM SCHOOL ",90,454,448,435,"NYC MUSEUM SCHOOL",20102011,"   ",47.4,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,130,106,95,4,0.9,49,11.1,29,NA,147,33.4,62,14.1,158,35.9,72,16.4,188,42.7,252,57.3
"28","02M416","ELEANOR ROOSEVELT HIGH SCHOOL ",122,555,596,567,"ELEANOR ROOSEVELT HIGH SCHOOL",20102011,"   ",16.7,499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,120,139,113,1,0.2,11,2.2,NA,NA,98,19.6,37,7.4,50,10,312,62.5,166,33.3,333,66.7
"29","02M418","Millennium High School ",140,512,554,523,"MILLENNIUM HIGH SCHOOL",20102011,"   ",44.8,637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,181,153,145,NA,0,57,8.9,25,1,180,28.3,59,9.3,158,24.8,237,37.2,241,37.8,396,62.2
"30","02M419","LANDMARK SCHOOL ",47,369,370,359,"LANDMARK HIGH SCHOOL",20102011,"   ",85.1,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,117,88,71,66,14.9,65,14.7,56,3,18,4.1,79,17.9,337,76.2,7,1.6,196,44.3,246,55.7
"31","02M420","HIGH SCHOOL HLTH PROF HUMAN ",250,446,458,440,"HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SER",20102011,"   ",81.4,1721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579,492,390,260,75,4.4,167,9.7,102,2,336,19.5,420,24.4,870,50.6,92,5.3,502,29.2,1219,70.8
"32","02M425","HIGH SCHOOL LEADERSHIP PUB SVC ",74,419,429,406,"LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL",20102011,"   ",80.4,646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,195,107,131,34,5.3,108,16.7,21,40,55,8.5,190,29.4,350,54.2,49,7.6,301,46.6,345,53.4
"33","02M429","LEGACY SCH INTEGRATED STUDIES ",31,379,356,354,"LEGACY SCHOOL FOR INTEGRATED STUDIES",20102011,"   ",86.5,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,107,66,71,27,7.6,86,24.3,36,30,4,1.1,160,45.2,187,52.8,1,0.3,169,47.7,185,52.3
"34","02M439","MANHATTAN VILLAGE ACADEMY ",90,465,479,472,"MANHATTAN VILLAGE ACADEMY",20102011,"   ",79.1,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,129,105,92,15,3.5,37,8.5,15,NA,31,7.2,96,22.2,286,66.1,19,4.4,172,39.7,261,60.3
"35","02M440","Bayard Rustin High School Humanities ",136,387,394,379,"BAYARD RUSTIN EDUCATIONAL COMPLEX",20102011,"   ",73.4,488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,92,159,219,138,28.3,68,13.9,18,27,44,9,129,26.4,299,61.3,14,2.9,266,54.5,222,45.5
"36","02M449","VANGUARD HIGH SCHOOL ",54,367,395,373,"VANGUARD HIGH SCHOOL",20102011,"   ",79.7,428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,120,92,69,28,6.5,77,18,50,2,40,9.3,115,26.9,255,59.6,15,3.5,195,45.6,233,54.4
"37","02M459","MANHATTAN INTERNATIONAL HIGH SCHOOL ",31,418,463,415,"MANHATTAN INTERNATIONAL HIGH SCHOOL",20102011,"   ",90.5,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,67,66,62,236,73.8,2,0.6,NA,NA,107,33.4,47,14.7,118,36.9,48,15,156,48.8,164,51.3
"38","02M460","WASHINGTON IRVING HIGH SCHOOL ",163,381,385,368,"WASHINGTON IRVING HIGH SCHOOL",20102011,"   ",65.8,1231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357,347,301,226,247,20.1,198,16.1,44,87,59,4.8,404,32.8,738,60,26,2.1,571,46.4,660,53.6
"39","02M475","STUYVESANT HIGH SCHOOL ",804,674,735,678,"STUYVESANT HIGH SCHOOL",20102011,"   ",41.3,3287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842,855,811,779,NA,0,10,0.3,NA,NA,2353,71.6,40,1.2,94,2.9,791,24.1,1934,58.8,1353,41.2
"40","02M489","HS of Economics And Finance ",147,451,503,453,"HIGH SCHOOL OF ECONOMICS AND FINANCE",20102011,"   ",72.5,807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,213,171,172,41,5.1,100,12.4,46,13,224,27.8,187,23.2,322,39.9,74,9.2,444,55,363,45
"41","02M500","UNITY HIGH SCHOOL ",31,371,369,368,"UNITY CENTER FOR URBAN TECHNOLOGIES",20102011,"   ",96,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,67,39,34,34,15.2,67,29.9,26,9,9,4,73,32.6,133,59.4,1,0.4,136,60.7,88,39.3
"42","02M519","TALENT UNLIMITED HIGH SCHOOL ",124,465,454,461,"TALENT UNLIMITED HIGH SCHOOL",20102011,"   ",50,503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,85,100,88,NA,NA,18,3.6,NA,NA,23,4.6,182,36.2,193,38.4,105,20.9,114,22.7,389,77.3
"43","02M520","MURRY BERGTRAUM HIGH SCHOOL ",287,411,439,396,"MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS",20102011,"   ",68.4,2401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972,677,349,403,283,11.8,325,13.5,112,129,280,11.7,878,36.6,1176,49,60,2.5,1197,49.9,1204,50.1
"44","02M529","Jacqueline Kennedy Onassis High School ",88,420,424,398,"JACQUELINE KENNEDY ONASSIS HIGH SCHOOL",20102011,"   ",76.6,709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,182,159,140,74,10.4,118,16.6,40,27,37,5.2,159,22.4,491,69.3,20,2.8,262,37,447,63
"45","02M531","NEW YORK CITY PUB SCH REP COMP ",32,415,405,397,"REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS",20102011,"   ",79.1,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,55,55,38,3,1.4,15,7,NA,1,3,1.4,104,48.8,88,41.3,16,7.5,51,23.9,162,76.1
"46","02M542","MANHATTAN BRIDGE HIGH SCHOOL ",31,345,380,325,"MANHATTAN BRIDGES HIGH SCHOOL",20102011,"   ",93.8,539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,159,112,90,420,77.9,8,1.5,NA,4,0,0,0,0,538,99.8,0,0,270,50.1,269,49.9
"47","02M543","NEW DESIGN HIGH SCHOOL ",74,390,385,387,"NEW DESIGN HIGH SCHOOL",20102011,"   ",77.9,415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,126,81,81,19,4.6,68,16.4,50,2,14,3.4,127,30.6,261,62.9,6,1.4,165,39.8,250,60.2
"48","02M544","INDEPENDENCE HIGH SCHOOL ",16,404,419,395,"INDEPENDENCE HIGH SCHOOL",20102011,"   ",79.1,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,115,167,21,5,43,10.3,2,1,19,4.5,143,34.1,246,58.7,10,2.4,199,47.5,220,52.5
"49","02M545","Dual Language and Asian Studies High School ",47,416,612,419,"HIGH SCHOOL FOR DUAL LANGUAGE & ASIAN STUDIES",20102011,"   ",91.3,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,105,72,76,150,44.2,4,1.2,NA,NA,293,86.4,22,6.5,10,2.9,10,2.9,177,52.2,162,47.8
"50","02M550","Liberty High School Academy for Newcomers ",32,343,465,362,"LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS",20102011,"   ",94.9,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,126,72,77,363,91,11,2.8,NA,1,116,29.1,71,17.8,157,39.3,50,12.5,231,57.9,168,42.1
"51","02M551","New York Harbor High School ",54,372,369,368,"NEW YORK HARBOR SCHOOL",20102011,"   ",85.5,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,110,97,71,22,5.3,73,17.5,49,10,7,1.7,161,38.6,218,52.3,30,7.2,251,60.2,166,39.8
"52","02M560","City as School ",57,468,441,434,"HIGH SCHOOL M560  CITY AS SCHOOL",20102011,"   ",50,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,274,358,15,2.2,68,10,4,1,37,5.4,234,34.4,271,39.8,127,18.6,310,45.5,371,54.5
"53","02M565","URBAN ACADEMY ",34,513,460,502,"URBAN ACADEMY LABORATORY HIGH SCHOOL",20102011,"   ",45.5,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,52,70,20,1,0.6,2,1.3,NA,NA,7,4.5,54,34.6,53,34,41,26.3,65,41.7,91,58.3
"54","02M570","Satellite Academy High School ",16,400,336,376,"SATELLITE ACADEMY HIGH SCHOOL",20102011,"   ",81.4,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,73,55,14,6,2.2,31,11.3,4,2,4,1.5,88,32.1,170,62,9,3.3,116,42.3,158,57.7
"55","02M575","Manhattan Comprehensive Night Day High School ",141,355,475,339,"MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOO",20102011,"   ",88.2,826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451,256,119,541,65.5,37,4.5,7,7,311,37.7,243,29.4,236,28.6,33,4,476,57.6,350,42.4
"56","02M580","Richard R Green High School of Teaching ",79,425,429,419,"RICHARD R. GREEN HIGH SCHOOL OF TEACHING",20102011,"   ",76,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,180,102,107,39,6.4,114,18.8,66,8,22,3.6,228,37.5,336,55.3,17,2.8,183,30.1,425,69.9
"57","02M586","HARVEY MILK SCHOOL ",11,429,382,416,"HARVEY MILK HIGH SCHOOL",20102011,"   ",84.5,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,23,30,15,2,2.7,19,25.7,19,NA,3,4.1,30,40.5,36,48.6,4,5.4,45,60.8,29,39.2
"58","02M600","HIGH SCHOOL FASHION INDUSTRIES ",301,419,420,413,"THE HIGH SCHOOL OF FASHION INDUSTRIES",20102011,"   ",79.1,1634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446,454,415,319,47,2.9,182,11.1,61,50,67,4.1,657,40.2,828,50.7,71,4.3,127,7.8,1507,92.2
"59","02M605","HUMANITIES PREPARATORY ACADEMY ",37,433,405,417,"HUMANITIES PREPARATORY ACADEMY",20102011,"   ",55.5,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,55,27,66,NA,0,24,12.5,5,NA,14,7.3,36,18.8,110,57.3,28,14.6,82,42.7,110,57.3
"60","02M615","Chelsea Career and Technical Education High School ",61,393,412,376,"CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHO",20102011,"   ",80.5,502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,169,93,106,25,5,77,15.3,40,5,32,6.4,160,31.9,303,60.4,6,1.2,326,64.9,176,35.1
"61","02M620","NORMAN THOMAS HIGH SCHOOL ",152,378,387,370,"NORMAN THOMAS HIGH SCHOOL",20102011,"   ",76.8,1736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476,694,344,222,321,18.5,261,15,71,111,34,2,476,27.4,1193,68.7,28,1.6,891,51.3,845,48.7
"62","02M625","HS of Graphic Commnctn And Art ",125,370,378,360,"HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS",20102011,"   ",84.6,1699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557,560,297,285,178,10.5,288,17,106,68,53,3.1,537,31.6,1066,62.7,40,2.4,802,47.2,897,52.8
"63","02M630","HIGH SCHOOL OF ART AND DESIGN ",212,427,423,418,"ART AND DESIGN HIGH SCHOOL",20102011,"   ",61.9,1283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287,337,366,293,29,2.3,127,9.9,55,32,112,8.7,351,27.4,650,50.7,151,11.8,616,48,667,52
"64","02M655","LIFE SCIENCES SECONDARY SCHOOL ",71,399,389,383,"LIFE SCIENCES SECONDARY SCHOOL",20102011,"   ",80,674,NA,NA,NA,NA,NA,NA,NA,47,41,38,169,146,120,113,51,7.6,132,19.6,38,42,23,3.4,193,28.6,437,64.8,11,1.6,358,53.1,316,46.9
"65","02M690","SCHOOL FOR THE PHYSICAL CITY ",14,382,404,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","03M283","MANHATTAN THEATRE LAB HIGH SCHOOL ",23,406,378,391,"MANHATTAN THEATRE LAB HIGH SCHOOL",20102011,"   ",62.8,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,149,62,46,32,8.1,66,16.8,4,30,6,1.5,186,47.3,194,49.4,6,1.5,144,36.6,249,63.4
"67","03M299","High School For Arts, Imagination And Inquiry ",57,364,378,357,"HIGH SCHOOL FOR ARTS IMAGINATION AND INQUIRY",20102011,"   ",68.6,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,143,71,59,60,15.3,73,18.6,31,8,8,2,153,39,216,55.1,11,2.8,221,56.4,171,43.6
"68","03M307","Urban Assembly School For Media Studies ",53,374,363,377,"THE URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES",20102011,"   ",67.9,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,93,79,82,44,12.8,64,18.6,54,4,6,1.7,129,37.5,193,56.1,11,3.2,200,58.1,144,41.9
"69","03M415","WADLEIGH SECONDARY SCHOOL ",68,376,373,371,"WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & V",20102011,"   ",86.6,525,NA,NA,NA,NA,NA,NA,NA,25,26,33,159,120,63,99,33,6.3,92,17.5,5,58,5,1,332,63.2,179,34.1,7,1.3,223,42.5,302,57.5
"70","03M470","LOUIS D BRANDEIS HIGH SCHOOL ",170,357,357,345,"LOUIS D. BRANDEIS HIGH SCHOOL",20102011,"   ",76.1,814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,227,181,290,243,29.9,81,10,NA,30,15,1.8,222,27.3,567,69.7,9,1.1,418,51.4,396,48.6
"71","03M479","BEACON SCHOOL ",237,573,563,575,"BEACON HIGH SCHOOL",20102011,"   ",21.3,1159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,274,285,286,3,0.3,56,4.8,18,NA,94,8.1,185,16,268,23.1,606,52.3,470,40.6,689,59.4
"72","03M485","LAGUARDIA HIGH SCH MUSIC ART ",594,558,555,567,"FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART",20102011,"   ",26.9,2545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682,694,565,604,1,0,26,1,NA,NA,506,19.9,369,14.5,432,17,1214,47.7,679,26.7,1866,73.3
"73","03M494","Martin Luther King Jr HS Arts and Technology ",60,407,425,397,"HIGH SCHOOL OF ARTS AND TECHNOLOGY",20102011,"   ",83.2,585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,174,129,130,55,9.4,83,14.2,28,19,27,4.6,211,36.1,333,56.9,11,1.9,404,69.1,181,30.9
"74","03M505","Edward A. Reynolds West Side High School ",18,410,407,388,"EDWARD A.REYNOLDS WEST SIDE HIGH  SCHOOL",20102011,"   ",80.4,562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,225,253,80,40,7.1,116,20.6,36,27,4,0.7,202,35.9,349,62.1,4,0.7,240,42.7,322,57.3
"75","03M541","MANHATTAN/HUNTER COLL HS SCI ",80,481,525,469,"MANHATTAN/HUNTER SCIENCE HIGH SCHOOL",20102011,"   ",64.6,454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,111,117,110,6,1.3,19,4.2,1,NA,116,25.6,95,20.9,187,41.2,53,11.7,207,45.6,247,54.4
"76","03M860","FREDERICK DOUGLAS ACADEMY II ",33,414,410,406,"FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL",20102011,"   ",59.1,412,NA,NA,NA,NA,NA,NA,NA,31,36,65,68,82,67,63,21,5.1,96,23.3,43,21,4,1,324,78.6,70,17,7,1.7,221,53.6,191,46.4
"77","04M409","COALITION SCH SOCIAL CHANGE ",39,390,372,383,"COALITION SCHOOL FOR SOCIAL CHANGE",20102011,"   ",83.7,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,125,63,76,50,12.6,86,21.7,43,11,5,1.3,140,35.4,247,62.4,2,0.5,164,41.4,232,58.6
"78","04M435","Manhattan Center for Science and Math ",312,485,531,475,"MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS",20102011,"   ",79.2,1711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436,470,440,365,73,4.3,110,6.4,32,49,341,19.9,349,20.4,978,57.2,35,2,788,46.1,923,53.9
"79","04M495","PARK EAST HIGH SCHOOL ",46,360,374,362,"PARK EAST HIGH SCHOOL",20102011,"   ",83.5,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,87,82,62,21,5.8,47,13.1,31,4,11,3.1,133,36.9,212,58.9,3,0.8,149,41.4,211,58.6
"80","04M555","CENTRAL PARK SECONDARY SCHOOL ",35,362,378,356,"CENTRAL PARK EAST SECONDARY HIGH SCHOOL",20102011,"   ",80.1,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,111,91,50,18,4.5,57,14.1,45,NA,23,5.7,117,29,253,62.6,6,1.5,136,33.7,268,66.3
"81","04M610","YOUNG WOMEN LEADERSHIP SCHOOL ",48,451,445,470,"YOUNG WOMEN'S LEADERSHIP SCHOOL",20102011,"   ",79.2,450,NA,NA,NA,NA,NA,NA,NA,51,55,50,78,88,64,64,7,1.6,25,5.6,NA,NA,21,4.7,158,35.1,262,58.2,7,1.6,NA,0,450,100
"82","04M635","Academy of Environment Science Secondary School ",39,380,385,354,"ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH",20102011,"   ",68.2,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,97,88,64,56,44,14.3,49,16,9,16,11,3.6,96,31.3,196,63.8,2,0.7,173,56.4,134,43.6
"83","04M680","HERITAGE SCHOOL ",47,369,385,361,"THE HERITAGE SCHOOL",20102011,"   ",74,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,80,28,55,20,6.6,69,22.8,48,5,2,0.7,83,27.4,211,69.6,6,2,153,50.5,150,49.5
"84","04M695","URBAN PEACE ACADEMY ",23,366,382,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
